content_id,subject,sentiment_value,sentiment_word
IdusAw5VFOpLztJ4,舒适性,0.13424973,
LAxDmybokc5IijXh,舒适性,0.037377972,
EDjrVy06wW1QKsCn,舒适性,0.09696279,
OxIomfCngcuTyaEG,舒适性,0.02544268,
z8GLtQDSY7ewo2Rx,舒适性,0.13861096,
zfY1mTl6IdCeN5oW,舒适性,0.1109925,
Ws8FLlqgJdvjmpkf,舒适性,0.015337242,
qprZFwPWEnxV7mUQ,舒适性,-0.006751949,
CYXkDtqioJyxbGHZ,舒适性,0.02146296,
yYz7M2WaHrZgXhuc,舒适性,0.058344197,
IoC4kMGmBzZLvabl,舒适性,0.017329318,
qNCMRgG1xvrysUTL,舒适性,-0.085292116,
gCVavlsY0mF25dzR,舒适性,-0.043598946,
GflobpT9ijXwOdUe,舒适性,-0.042608876,
cSMj9dkghvyolA8E,舒适性,-0.020116257,
ZXJDu2QoKyFcantL,舒适性,0.13191211,
1BwODEj0vsXiWGTP,舒适性,0.027618757,
usM75JBUIWXqh81Z,舒适性,-0.056469698,
ansHJQfY3d9RANEc,舒适性,0.043582167,
5ORFufGL1gJqPXcb,舒适性,-0.039411273,
uj70WQBqvYT6wo9R,舒适性,0.10653541,
BnYHIo1OSfQNDwKE,舒适性,0.1878475,
WmHgCXdOIslED5NQ,舒适性,0.009892276,
rIka0x2W9MlpPw6V,舒适性,0.17225923,
BNtFyKUzcO4P9SVe,舒适性,0.13537341,
H2isRZMPX9C5bxkF,舒适性,-0.01000526,
ELdjWvrgNzpR5shX,舒适性,-0.041197095,
DSPzKeLH0uhMtqbj,舒适性,-0.18872358,
kH1Uj3GozYiqpt2E,舒适性,0.07813952,
drjKsNTnk4mWUP8t,舒适性,-0.039900977,
iqkfESIHX5hjN1B0,舒适性,-0.0038144311,
7fe5siYPBWZADda8,舒适性,-0.009958619,
f6as9xEbvIQi75WS,舒适性,0.04514382,
21BHMtZ3lbmzvYWI,舒适性,-0.11540682,
2vSQnRuZdGO1MFUi,舒适性,-0.051344737,
utZCnePpvXOERx5L,舒适性,0.023578038,
J604wB2pgGfuDicQ,舒适性,0.19063424,
vgkYQtw06TsAENDU,舒适性,-0.25889006,
7OBdlZ6YKp95SVGH,舒适性,0.055938378,
Qykdt2N3oGAhrgOb,舒适性,0.15013291,
DV9qcNmIg8O1vFHY,舒适性,0.053003352,
jBqdNvYz46f9SiUA,舒适性,0.15221079,
CiKS6BEcV9txNe8F,舒适性,0.22609392,
SNZAupTeyE8f3DOa,舒适性,0.20480826,
aWVobSZ95j2gydMQ,舒适性,0.24132243,
cXPlC8xS9NBoZmvI,舒适性,0.08814854,
HPR0bSL3CZhuXiNF,舒适性,-0.027661422,
92GLtM6NPu0CQlbq,舒适性,0.0005513632,
AdicesC0Y81JQSt5,舒适性,-0.14192113,
d9Yo1whB5EkNLPJZ,舒适性,-0.08992616,
u6Y8DSB7nZWlgJNv,舒适性,0.040514108,
TcW1r3peXbjy7mEd,舒适性,0.0817815,
jFysDmnNYI1RK9A5,舒适性,-0.0933472,
uzHYh189ySlcvQtL,舒适性,-0.032569315,
MdDwt4EsZpWoHKg7,舒适性,0.025653591,
t6nfBVjDOw9vxmqr,舒适性,0.04093505,
7vM2TIJH9Qbe5qcN,舒适性,0.089019686,
ElD4L916Kqu3foVT,舒适性,-0.039428018,
H6rOgMiWeovFyYQD,舒适性,-0.039983522,
X9tW1vklqjHU20yp,舒适性,0.0023304576,
ZMD2lEGc1F5uvbKY,舒适性,0.124158666,
bvYTCJoyWRrFdIOe,舒适性,0.1673745,
M2CRIPTD9b5Gcmds,舒适性,-0.033920355,
4E9Ahb80ecm1LMUQ,舒适性,0.05842532,
wDhOp9q0JeCAod2G,舒适性,0.036981087,
W67mPuqewJ9aMc5b,舒适性,-0.04232307,
h8s3jBtw1NgiF6DI,舒适性,-0.002658399,
nmVxt4Tyv9CJW7ag,舒适性,-0.007393943,
1aYrZnCMKBoX3s4E,舒适性,0.050305538,
7ieCQ419O6jBvbWk,舒适性,-0.057489995,
lMSvUoJmbs5aOAr4,舒适性,0.05257916,
bV7YdEhL4BQaCprz,舒适性,0.007749567,
BevXWnqDitsjJQhY,舒适性,0.13731825,
8tWqrNif2d1vn3yc,舒适性,0.089948796,
jH26yO7biuw3Vgk4,舒适性,0.19270216,
fJdn62OWukaoe4mM,舒适性,-0.0411633,
W2LdbRay0vZTi5Pz,舒适性,-0.036961753,
oLOFZx6IuyH9CAEB,舒适性,0.058400236,
S9nuf83qIRJ0C16c,舒适性,0.014831869,
Kj9XGruNPEwWDRiT,舒适性,-0.06429862,
X5fKCPbQla9MGyO6,舒适性,-0.053401746,
LzMP3x6NiRIhn1J4,舒适性,0.20011024,
qjNEdkwbV26fczBn,舒适性,-0.0024228564,
EFGwePH45xyBWUcb,舒适性,-0.08866609,
Bf2kUCiYsx8zVuKZ,舒适性,0.11837522,
zCKD3i8kc2svrQSW,舒适性,0.03695601,
UbCTsEBa7D4loFLf,舒适性,0.10973596,
96lEufPqmH10BpoO,舒适性,0.003138473,
UuaVhwncR36Aoqkd,舒适性,0.082908936,
pQmLUbXGln3RJjxE,舒适性,0.08106835,
lByQnzOS3A7f0ZPu,舒适性,0.14990841,
Qs2XdNyZezG5qDm0,舒适性,-0.10089133,
oAMV9ZCFlh5IizHD,舒适性,0.02261111,
cKxH2Pd8M3JQD7ja,舒适性,0.0035222226,
fVTD5JUWYQe3R2w9,舒适性,0.039047666,
TF1dEg2cpsnyC9N8,舒适性,-0.23895366,
yiRPIe8JqXH2opuB,舒适性,0.08180385,
7Trbp0cZ4wfnJdxj,舒适性,0.08313269,
ypgtWM4Ks3ZR2BdN,舒适性,-0.036119726,
BC5xyqD04oWeYRbl,舒适性,0.2445617,
pJUOMHKviuEI4bSG,舒适性,0.037467446,
5cq2rLbojOuFiMZS,舒适性,-0.14671884,
RCEkxf7X04bpOIwa,舒适性,0.028245693,
tfIs4yCeYoFlBP3K,舒适性,0.0338475,
7n31fAPQvzuZDE9q,舒适性,0.1359586,
UPAlpjdvTWcIXMVt,舒适性,0.16344498,
CzcmFPdZspvxhn15,舒适性,-0.091900416,
4NjVBL3t7FWqgPJX,舒适性,0.049673874,
K1T0Cn5cNdOzEbpm,舒适性,0.083437316,
iW9kR0Uf7h1ENxKa,舒适性,-0.10167876,
dVpfHBG9yDblOAE4,舒适性,0.025924409,
I5yzgdLlFQDfnRpC,舒适性,0.14370716,
X8JCHV1snwA9LpES,舒适性,0.024997069,
HsIpqzCDF5cA39PZ,舒适性,-0.013454767,
QstBTHJ6o7UXY9vy,舒适性,-0.0071147587,
rjDtVbpdoYgfmnTQ,舒适性,-0.008764075,
nZ56RpHemMzEYCVd,舒适性,0.04350951,
zalAOVtiG1Upe8Jk,舒适性,-0.11750301,
8SLQhgEHsDZiY0G3,舒适性,-0.21550934,
JcbGvKkp0oIltRCA,舒适性,0.0078736525,
tKvrRDxVkGFci1WC,舒适性,0.0070936885,
Qi3VU1KWJEP8egYC,舒适性,0.004407732,
r4ph3Ad7ukP8nJRT,舒适性,0.12732865,
9yHswJVzLYWBv7DF,舒适性,-0.08892806,
jlJM5YCSrXygxOpD,舒适性,-0.065443814,
rbjBk0wUl2FKa4hi,舒适性,-0.062520936,
hS3dVHQLOcKrPkBy,舒适性,0.011884304,
eFzO9ogbIJZ3EwYR,舒适性,0.029316766,
Jz6Vt38OHGymb9M2,舒适性,-0.039776985,
VqT6oaI7dRkEsvJh,舒适性,0.15170905,
qy54altSUH6NnjzI,舒适性,-0.017011931,
uQRGFCrTxONUekwd,舒适性,-0.1080214,
xbHDrupSlPEoGLQ1,舒适性,0.07006974,
L9tO1jeGMzmZUx0J,舒适性,0.09476441,
gyXcsSC2eHJ0GdTo,舒适性,0.19064267,
UzlawP67YSAO1HWD,舒适性,0.01901563,
JQ6CTFYDoSihxXWr,舒适性,-0.019099059,
LdSU9FJKYkja2pwn,舒适性,0.030106833,
rC9gjVLbJeKUt8Zv,舒适性,0.07700913,
hTmRLDS3H610WEGJ,舒适性,0.07653869,
LobyXDu3GfzvTO6i,舒适性,0.28834432,
Sow4k2ylRDgvFm3f,舒适性,-0.03806177,
dTsLzOxYeA8yNCBh,舒适性,-0.0052983332,
Zz9IUVhrQgJqeGv7,舒适性,-0.06334042,
YSeEn5CvJ1FkgoQh,舒适性,0.061854746,
ZVTLb5YBRHwAs4qh,舒适性,0.101278014,
6jce4mRanQMGoE9b,舒适性,0.0378536,
dEQ2H6yVaAh7P5j8,舒适性,0.14139597,
eiR0Iy3lLo8JEYgd,舒适性,-0.00044682086,
S1hHF3MijXWIbzwt,舒适性,0.26173636,
6i0Rzsv4pVEHkXM9,舒适性,0.13117678,
VJuCFZrUz5RapBgX,舒适性,0.0717429,
XKjTBw5OP89DQLvF,舒适性,0.07094412,
hScziZFfO71Gb02l,舒适性,0.13002191,
KYaEbkqyUBA4Dtou,舒适性,-0.0007353409,
wGXiACrD3ymLkBR0,舒适性,-0.044213768,
6OdjnoPyKUQaDv31,舒适性,-0.048417103,
xfLZk8MAbU6OQYVp,舒适性,0.07672102,
f0nyPXhJAbr3ZxVD,舒适性,0.0843155,
Wguopj3ZQzSH6Bx9,舒适性,0.051330563,
EYSxnr1eUpbQwLuA,舒适性,-0.07198432,
7ADnOoqHVgKSbLuR,舒适性,0.02009931,
1yjVZfueAY5JPlhK,舒适性,-0.09064614,
SVDsGBzTyR7geUJZ,舒适性,-0.00077115954,
i24bgYQmtysxEKz9,舒适性,0.17676595,
uNQz1OtKm2qviDR6,舒适性,-0.054261245,
Gi3vb2Ha0zCoTk75,舒适性,0.17844112,
kvluCRfjq3GIhLaH,舒适性,0.10609207,
QPt1bTO5yKpD8Hx6,舒适性,0.122462824,
Z0SpD3Pvtoj6x1le,舒适性,0.12446339,
KsAywUF0QmbhYG7j,舒适性,-0.047244247,
bEf1ZICFYTW97Lr6,舒适性,0.12888637,
IUOaATJujgxtLpsw,舒适性,0.08987957,
ocn2sERkmjqQXu4a,舒适性,-0.069504455,
SrzCwMmb23Uf7PKg,舒适性,-0.069513105,
PSZohVxMmTkD821t,舒适性,-0.07115257,
QKl2ZEa7RoO1D5gx,舒适性,-0.082844526,
MdWhZP1Uj4xYNL5b,舒适性,-0.037443485,
2u0Jcw8TEns6KlQp,舒适性,0.11671555,
uziQ92KcdPaOLAjw,舒适性,0.063991465,
UR7s1tVcHXWNTZhy,舒适性,0.11079142,
PkoMaELQGUmgFwT4,舒适性,0.06008814,
aExKDj9fJ3uMWRAh,舒适性,0.1203446,
mvkRl7asobxzLMyG,舒适性,0.054322224,
OP3A1vDpTWIV4QR5,舒适性,0.012095368,
fl2Goc9ZTbimrqgY,舒适性,0.113077715,
TfQUE3IXugtVsHFN,舒适性,0.19398902,
SNJBxVqDgp9vAKTr,舒适性,0.13102686,
sgIYzSvnFhjBVPmN,舒适性,0.08142821,
qRL2WfeDsHiExTJV,舒适性,0.023260614,
EZmH5rdOcFoyK2UG,舒适性,-0.012249315,
ilVBrAke3EZMUyPt,舒适性,0.06888918,
R9X0n8kExU7IDWC4,舒适性,0.017308785,
WxEeKpSHrmBI7Clj,舒适性,0.062366042,
JeE3SgAtsuXwRzW8,舒适性,0.16967683,
snz2FbtveQmiBkSw,舒适性,0.14634252,
rYhGEQicpHP8tZj2,舒适性,0.025574243,
znAvgJaTW4M0BfmG,舒适性,0.1104521,
D925FbmgOYIfyoAv,舒适性,0.13730863,
YmJvLaRo2IEViHA9,舒适性,-0.0405658,
4yL7D9NefqodO8FB,舒适性,0.081032574,
J0bUnY4IPvZ1oaCt,舒适性,0.014884086,
p2DgM5uoHAT9XPki,舒适性,0.3497226,
aU5RcOCxXFNZ3tvJ,舒适性,0.3229465,
zlWsZHG3KjfiUSDb,舒适性,-0.12081744,
3Cw8jkALXivOMqfx,舒适性,-0.031095104,
wRzlYSopnT8tHMmP,舒适性,0.0397187,
T1UXBuIpaJxt2Rkh,舒适性,0.16275135,
UdaiYykEnSQ4txcL,舒适性,0.0035634243,
WYy2vQpGH3eAhtrz,舒适性,0.03510459,
9fqL8bdKWXJcThNu,舒适性,0.18898855,
4oye1CWiz3OBaKTl,舒适性,0.11852518,
lC9WBmsbinDwXrPe,舒适性,0.008425465,
QrHi1I9AM75BdZcu,舒适性,0.31156063,
f9xNeIHwOLTAls2W,舒适性,-0.0004892668,
gzYnU9GOx2B3TFla,舒适性,0.057789866,
s27vTZQLJUfh5mkA,舒适性,0.01794923,
iUbCNmvynucYRj5X,舒适性,-0.015435481,
2UBZ7gjF0de9SRWc,舒适性,0.05386391,
BOd0oJ6g1hTnkKuL,舒适性,0.14265408,
RZmu9FkdT04Vpx85,舒适性,0.014322167,
CB8xX6FdUeSJia1c,舒适性,0.017675145,
JjiHAduZ3KN1vBmE,舒适性,-0.004054779,
cSAgX960KizLGv1e,舒适性,0.04209754,
wKQIg3OYrmpie2nT,舒适性,0.091695994,
ldP5hcgTAKWfBbGJ,舒适性,0.034322333,
xUHl0LQJ9usiCwcV,舒适性,0.2334501,
B4xdCgYTVyvurDUj,舒适性,0.02019429,
ZltvGnA5m13WLTKg,舒适性,0.11043556,
3p07am26KFC89NBM,舒适性,-0.009206092,
EXSrYLdzcQvjyT74,舒适性,0.017325228,
m9clDQRHJEe7BVjd,舒适性,0.020517984,
K5J3VMGmEbHty2ZN,舒适性,0.005119046,
4SNleaZoPbsivAJE,舒适性,-0.13217916,
0lDiXVGqkezETMvb,舒适性,-0.06983206,
H93sL4ngdmJGtARS,舒适性,0.28421178,
BnCoOXjLN9GAduti,舒适性,0.26483274,
4qUJbHaBIm5jXeuV,舒适性,0.2729316,
xBDNvMtL8ZQbg4IU,舒适性,0.09504831,
uA95avdpWL3YmUGf,舒适性,-0.11045504,
NeHxKWiUoZbQD9rl,舒适性,-0.0691526,
mxRIU03nkN7QSbKj,舒适性,-0.010776738,
SW2KCuFyexEhYBVN,舒适性,0.017665064,
U3QFHRfOXGTYw8Im,舒适性,0.028146623,
tHD0xImBS5ZLh6nU,舒适性,0.3203901,
LC9Fk6UJfY2157va,舒适性,0.015653765,
4Gu5FCl1ypm3MYjh,舒适性,0.03543095,
8pJX65eRkD7rd9cW,舒适性,0.08277331,
kGBvJTFlncWIX10z,舒适性,-0.15354152,
zORsTibanUPKqA7h,舒适性,-0.11417746,
TmUA689Qhy3qnEVI,舒适性,0.28821188,
FATNSQnbGueDtVOf,舒适性,0.018510891,
xHGBLXJ46qubCzYA,舒适性,-0.034839895,
zy2ZLBUmdKwXcE3x,舒适性,0.05662416,
nJlaY3rVAPydU597,舒适性,-0.041177474,
he7O3saXxQzl8MqH,舒适性,-0.019620204,
SDKT7uqyZBLV5cMt,舒适性,0.122242056,
UjvyLAzGgJIRDbla,舒适性,0.056551624,
b1UBLNhDWS7mQgJx,舒适性,-0.04865734,
JoXT2sebKRifZnN5,舒适性,-0.012922598,
gKNIduqReyQ5SlGA,舒适性,-0.10795692,
td5LqgfD2sWUjPTY,舒适性,0.060127277,
msfUBPLAMIHYVkKZ,舒适性,-0.06046739,
LkZGyAF8qdNfuQBt,舒适性,0.16044717,
rvsFY9xykTh4UR3P,舒适性,0.08229277,
iJj0sV7WDoPpxC3B,舒适性,-0.04973902,
fxc5HJd6vlU2n3wV,舒适性,-0.004283281,
PL4QzxNe8wsGYd2t,舒适性,0.080517024,
nX561cF9aYChtfsA,舒适性,0.18890446,
fjtVdyKrDesmcGv5,舒适性,0.0014378929,
DcgBNjtiLyvfmbwT,舒适性,0.027315805,
hY4bE1WceJXvfxkM,舒适性,0.006144328,
bMZLdocNjy9zhtUV,舒适性,0.031508636,
HqdWmhoDNjFyMVBY,舒适性,-0.068087704,
dc6lm3E98HUX1BqT,舒适性,-0.04169133,
Z4z0htmdXfHnEub9,舒适性,0.075133525,
6vaKfrw5bUSeOdDX,舒适性,0.19915399,
we7MboXtYGQCuByK,舒适性,0.069089636,
IBnweMx4ygGZObjJ,舒适性,0.008772766,
fAjQZhGbsIdPxlN3,舒适性,-0.017993765,
5sC9Gq4L713vcpWt,舒适性,-0.027338186,
Y52oLvaXJ4NfTiHp,舒适性,-0.071567886,
hkoHX79LspCBglwO,舒适性,-0.19974412,
29zOhgdxb5Ry3irG,舒适性,-0.033169005,
oEw5Vt6lpeX2Adg9,舒适性,-0.085348606,
I5AGQL3jOYwUkbte,舒适性,-0.08598285,
JZcztNaO7jxwLlYG,舒适性,0.08662506,
Jma4BfpWTSwk6x2U,舒适性,0.06940962,
zwP3YJrWTxNnv9F0,舒适性,0.05073471,
cYPmsrJMOa4nlDou,舒适性,0.14339238,
ZqIDRvrB8fwCNXu9,舒适性,0.07075759,
fDUYhMEs9wBW1o3L,舒适性,-0.08274966,
kJ3zZl2fvH1sO5SQ,舒适性,-0.20841874,
bdqIDluG5kZ8yB0E,舒适性,0.047039274,
hRdiWSO5TFyoEteD,舒适性,0.025271913,
trkwUxXBOTW8scKv,舒适性,0.03989121,
NYcdrFwQitb953fo,舒适性,-0.015727183,
kXqR9l7vUaWsmrVT,舒适性,0.23414186,
MrigDFAYRsEfINkq,舒适性,0.021614378,
CtOKSDwIzyrehEci,舒适性,-0.05200036,
YBVgolr0QpKSHtjM,舒适性,0.121074535,
3IXzVv7KpRC2tdQS,舒适性,-0.09799245,
oUS5x2RH6YKb9rOZ,舒适性,0.11051177,
i8hcmETg5CBa02Sj,舒适性,0.09814623,
5USD0pfeCldLT79m,舒适性,-0.008646334,
pt5BcYLVWrAXq0GO,舒适性,0.00059616356,
uRXVYHAPQ2c6xMCO,舒适性,0.015993325,
056sXLUenx1pItMv,舒适性,0.1707109,
LlYeGpEUvji8yc67,舒适性,0.07234706,
3pjICsZE4KXyHYA8,舒适性,0.11629598,
7XMHcBdeo0nKRNrE,舒适性,0.22519045,
PRzBNSQ0WvlJXjcG,舒适性,0.034854226,
cRefvwSOFjd2pMCl,舒适性,0.14504272,
0VapY68qAvofEUgt,舒适性,0.031898145,
X3zZC0KfxVIMON5k,舒适性,0.28137448,
QHrK5zZkTX4wWude,舒适性,0.08818159,
WNhHv91fmt6OaSp5,舒适性,-0.06600315,
Mgw1hyc7iC9AXGn5,舒适性,0.17014138,
0FhVawIBEuy3rkZt,舒适性,-0.15325369,
kbBPiGVeguLMQn4c,舒适性,-0.19561689,
EWSFin1l7JCw0yOb,舒适性,-0.15591507,
KDk7SlN9q1BcFa2u,舒适性,-0.005621461,
R6XfcNGFio7Sq9VA,舒适性,0.18579836,
4EUXhTtA5Il0DPGY,舒适性,0.083413765,
pwiRFTLHz7r5JNWu,舒适性,0.087277494,
SR6Q1IwTKUtVFb4p,舒适性,0.03123434,
QgBLtMbjoW5zqFwV,舒适性,0.071004294,
PlcNETm3FtzryiJf,舒适性,-0.030019859,
N9h6FfCaZiQImWgE,舒适性,0.12277256,
BFObiKUfX40r7uka,舒适性,-0.048893217,
KgHo2XNmz59SLbPI,舒适性,-0.032100488,
BLpnDEK2MgYWqFhR,舒适性,0.11763468,
mfvyRCK1dM4qtHBo,舒适性,0.09282144,
S9bdvzojeuU1VILW,舒适性,0.08728679,
hcapYTBox42WsSZI,舒适性,0.035999734,
krfRF6zIw8uNjZhx,舒适性,0.043626215,
SlMeUu5ivcAJqVX0,舒适性,0.017828247,
MvwkAXbiFdxrq4U8,舒适性,0.1962773,
lIZrYjg4U7aBOzwx,舒适性,-0.009046631,
NGyshKCTUfntF4E2,舒适性,-0.07450077,
4Kd9bsYSFvMipwWy,舒适性,-0.07379688,
9y47pHYWnBKmqSjb,舒适性,-0.0073688645,
0UFPpKZAuO58jTk1,舒适性,0.21374026,
DZLR0tNlrT1u4fjs,舒适性,-0.20668486,
p8KlrEFaMN7kw49d,舒适性,0.044647407,
tI35NaPYw98BOrWi,舒适性,0.28909838,
OJAalMdiGVwc68Tk,舒适性,0.07080878,
SNAizMQGUJCYBntZ,舒适性,0.039706968,
7ie4ysZjXJ5VUDuM,舒适性,0.1984968,
oXH1rCKNQeuSzRaF,舒适性,-0.04371168,
CIUjik9uDBxWScgt,舒适性,0.074656956,
Bdw4SNHzOleoPqWj,舒适性,0.04168149,
DHMPwZAtEV1mJXhT,舒适性,0.10721626,
v3S6zNeBut2g75KJ,舒适性,0.10988155,
o7xQ3LOfbgdekw2a,舒适性,-0.07532897,
65t8T14jmI3BnKED,舒适性,-0.11047719,
et5VZWzFxImKYRvj,舒适性,-0.018615114,
VDXmqcPTKF7dtenW,舒适性,-0.050176475,
10jN9LtICWPOEuhn,舒适性,0.3289679,
uyRJHd68iBMel7cD,舒适性,-0.088418536,
XHMZeUz9uVfik7rA,舒适性,0.02514189,
E4F8RcQVtDWxpUiC,舒适性,-0.07422449,
G1tPfoMLxbkemFuZ,舒适性,0.036206875,
Hki2n0YSZBA8hdpg,舒适性,-0.05941275,
lZIUTWFehBJpPEkX,舒适性,0.06483199,
KgqCX6eQjJl3TmPL,舒适性,-0.09965315,
DJtXGd9TIj7oHZhi,舒适性,-0.1345386,
CGHU6PwzZKXduLVI,舒适性,0.28720158,
9BFHXUj4RpgNcY3r,舒适性,-0.07055548,
hutUELR95IlV0v2i,舒适性,-0.0740435,
ctUe4yWAIlrhO65L,舒适性,-0.052624103,
svpaOCbPeKwWtxud,舒适性,-0.083972245,
D5M0H8WsjaVqOKSl,舒适性,0.13705441,
aqUdpHDzb3NFy0m9,舒适性,-0.013170438,
CvMqpTIEmWroJfd3,舒适性,0.12820901,
JXZdzFwTgAECRc2l,舒适性,0.22887304,
SQZWNRE3eVJkjPf7,舒适性,0.16339698,
2ie4Fb7PBfK8TH5Z,舒适性,0.35844263,
ORvSEao5Dd2JLYAl,舒适性,0.17002286,
kncumDHfKpPT8bAQ,舒适性,0.063848995,
2zF6AfHu5GoP0nSD,舒适性,-0.12942488,
yWkSsMKfi7qExwbR,舒适性,-0.09059716,
ElJts2TzVubrW8f1,舒适性,0.099108376,
3iJr9qLspWNb01ku,舒适性,-0.012414651,
inNDaCQcu5W0xKSv,舒适性,0.07822901,
yuMwv8A4I7NPOcJD,舒适性,0.017749099,
jTa6KoI1ymA2HekJ,舒适性,0.07328581,
cJYGbOXIMWZxCw5U,舒适性,0.037382692,
QcaG9HgAwBmpuiZF,舒适性,0.0145593565,
2vQZt3cUpPxq1aFb,舒适性,0.19264266,
geMLRpxqT4jAJC39,舒适性,-0.04121769,
kfXRn2sNyMrh8m13,舒适性,-0.06792428,
TaxO205pDtulHG9i,舒适性,0.039029445,
nlGLBRifpHU7KAFy,舒适性,-0.015488142,
1QDHtwCLTPKxBFyV,舒适性,0.027662387,
O107RbQH8FIEdJC3,舒适性,0.06320348,
3dOu6RFEPH7UKp5w,舒适性,0.21604101,
suwj4c13B68RZ2gF,舒适性,0.16446313,
inktdcsu69TOaKQ7,舒适性,0.09903664,
u7BZNFiE0cKdojl9,舒适性,0.020371018,
kKxJLtQApVnogGl6,舒适性,-0.009558229,
eRQatbCxdZyqILE3,舒适性,-0.107837714,
b5aExqZsgelO2fvp,舒适性,-0.014450101,
MviKfxQgL6NkUGjc,舒适性,0.030051706,
ktRpUxV2XhMAsT3m,舒适性,0.0051836725,
k2yucZ7QgNDK5Xo1,舒适性,0.05879086,
6RcohtkEwFMg3Zx5,舒适性,0.11151542,
UswApGFgzucCfJ6S,舒适性,0.059004474,
ayLZMdpuOilGv6qF,舒适性,0.010453848,
G6spTavu8XbnNw41,舒适性,0.057742957,
fVaR2Yew87udU31W,舒适性,-0.071371004,
xtAqpUcvazf6QDko,舒适性,0.1308389,
qB7YzNKymM4euFwL,舒适性,-0.104902826,
yFujWkExlsQTwAYL,舒适性,0.08115409,
uj09ckHdrbI2gDXw,舒适性,0.037501927,
nCeg1Kv7p0wfGz26,舒适性,-0.089127675,
ezdC0rVQ9ExoZ7OW,舒适性,-0.042763498,
iQTYVo8k1nDWMUws,舒适性,0.18675055,
Nk2DL9OcyhegrEid,舒适性,-0.043692768,
0dfh6vX5ZxrRSjqQ,舒适性,0.05650236,
PYnqkagN7J9lGbX4,舒适性,0.11133294,
ESe8uGVpthw2qvAI,舒适性,-0.04695735,
m1BoNMzhsLte7EPY,舒适性,0.07657973,
HzOjPbDW7snFfC5E,舒适性,-0.017124051,
bcSrvXnfwh9G1sCt,舒适性,0.098016314,
EpyZeTaIXzUkuoSO,舒适性,0.07008495,
FD2kElsTogNZSdrU,舒适性,0.044951428,
Fgmsjr4pDh0l85Wc,舒适性,-0.035137746,
mKeRHCFLgZSha3c4,舒适性,-0.097034544,
k5yBDivefCIcsEno,舒适性,-0.0073808897,
Ys5j6pztVPMN9dyr,舒适性,0.03218073,
xORtcHMv5gy4UWJB,舒适性,0.013508497,
rhD8GPSuysxOlYAa,舒适性,-0.032987442,
j3ETD8hfvw6pmFot,舒适性,0.039208684,
3BKOx5DzMaQsi0RZ,舒适性,0.030302314,
vyUGsFeo1E3nmliL,舒适性,-0.008863,
GFqcbBlxWdEOZ98U,舒适性,0.09585809,
DtK5aQgf9OUnbHcd,舒适性,0.14539273,
6YOgDZisAcz4B8Kb,舒适性,0.1692821,
zsxQ34YguLhVKqWj,舒适性,0.28153807,
LWm1dies9EY6FAIk,舒适性,0.056818966,
cgSKMAwYqW4mj9LU,舒适性,0.069380336,
WJ3Vb5Cr4TEs6MDh,舒适性,-0.03225812,
fn6JCwyV52ExNoAB,舒适性,0.08085886,
vZoQtfNTVcDkr1RY,舒适性,0.018231275,
jwxvW0p7E6XL81za,舒适性,0.23401669,
7ivMHN4DnQCTzWPa,舒适性,0.09143132,
QPw1FAiOeSdZ9RHB,舒适性,-0.13915604,
CGBhSb7nQLsJqOv8,舒适性,0.0008532235,
9F5LEfqRIaBmOok6,舒适性,0.21587764,
yKxYB9VuHscOGSAo,舒适性,-0.07699615,
RfchnPL26rEYqU9d,舒适性,0.03846841,
Np8JIeV0kgx6yHjU,舒适性,0.2735506,
lusRDiW3pwaC1g6G,舒适性,0.13877307,
o4BK31rvGf6JuDZO,舒适性,-0.062847964,
eEzqhWBtb4ZiPjyv,舒适性,-0.09397855,
udoS4CNYz95EI3A2,舒适性,0.2990349,
JhjbDXaK5oAVzUwN,舒适性,0.043175597,
hQpxuaeL51if34Ss,舒适性,0.035324644,
daBn0zAJuh76YxEf,舒适性,0.0039417427,
9Cc6IPenXxTmLAa1,舒适性,0.0005675906,
AHW7mhYxMGg20oPK,舒适性,0.07377902,
fCygScVsndP3Zt15,舒适性,0.02330139,
cNQ96mvLJTPXU7qw,舒适性,-0.04000484,
h6bvqfCNMaJ8p0QR,舒适性,0.0502783,
8HV3WIDK2JUZSbFC,舒适性,0.13257708,
flTo2WjaIkiuDqX8,舒适性,0.085820414,
przyuJL82c1GfBAv,舒适性,0.0305607,
YsgwXUIHZAQ0upVR,舒适性,0.1951205,
gMFNJCpZ5cGwH8Be,舒适性,0.120836176,
FS5OiPvMQdKnjEBT,舒适性,-0.02186303,
SKFUxA7dVENw1ot8,舒适性,0.19420391,
YUqfX2IuADLJwv5i,舒适性,0.11280366,
Nn7xR5CtmZk3Bfuy,舒适性,0.009188583,
6uOk5U3st7ezNhbE,舒适性,0.09847397,
OnaeE0m3Ho4hPBG9,舒适性,-0.019500101,
tEwq3kU6yNp4AHMj,舒适性,-0.05917366,
lgWB1GQPU2LtCbIO,舒适性,0.07858974,
k3jfLWGU7ZvHeYgr,舒适性,0.06669574,
64RkNdunL9TrUSQy,舒适性,0.021035029,
6huJNeXjFqAyTPdQ,舒适性,0.0936973,
u6jDlYH20VN5APBv,舒适性,-0.047144514,
u7B8htHDOLjzZAaQ,舒适性,0.12163109,
RQnhPEt8q0BOlS46,舒适性,-0.04939162,
Xrxp7HuBg2v4qk9O,舒适性,0.016440174,
RhfXjuWbNzQPAmTx,舒适性,-0.12346986,
