,content_id,content,subject,sentiment_value,sentiment_word,char,subject_id
966,h8uSWOK3JM6aLb2Y,13款14年11月2.5上牌今年保险车船费.车损险.第三者100万.盗抢险.自燃险.不计免赔共3800元.在4s店办一张会员卡小保只换出光机油5升工时费不到600元,动力,0,,"['1', '3', '款', '1', '4', '年', '1', '1', '月', '2', '5', '上', '牌', '今', '年', '保', '险', '车', '船', '费', '车', '损', '险', '第', '三', '者', '1', '0', '0', '万', '盗', '抢', '险', '自', '燃', '险', '不', '计', '免', '赔', '共', '3', '8', '0', '0', '元', '在', '4', 's', '店', '办', '一', '张', '会', '员', '卡', '小', '保', '只', '换', '出', '光', '机', '油', '5', '升', '工', '时', '费', '不', '到', '6', '0', '0', '元']",8
967,aZtqoMiYrxEU0fpF,老款4at，可以2600转弹射。问题也只有油耗了。,油耗,0,,"['老', '款', '4', 'a', 't', '可', '以', '2', '6', '0', '0', '转', '弹', '射', '问', '题', '也', '只', '有', '油', '耗', '了']",0
968,zx6DRQsS8vhoiYeg,对，拖刹就是刹车没有完全释放，霸劲儿的意思    ,操控,0,,"['对', '拖', '刹', '就', '是', '刹', '车', '没', '有', '完', '全', '释', '放', '霸', '劲', '儿', '的', '意', '思']",9
969,6thefwDQ0XdrSzs3,成都的4环路平时车流量正常速度哈    ,动力,0,,"['成', '都', '的', '4', '环', '路', '平', '时', '车', '流', '量', '正', '常', '速', '度', '哈']",8
970,9PSZ0164rvUwiDVH,兄是哪里的?18款的有优惠吗?    ,价格,0,,"['兄', '是', '哪', '里', '的', '?', '1', '8', '款', '的', '有', '优', '惠', '吗', '?']",5
971,2fbIEFtpmMBGcCen,橡胶自然老化，不影响使用。,舒适性,0,,"['橡', '胶', '自', '然', '老', '化', '不', '影', '响', '使', '用']",6
972,nvDoCzeW6O0K5uSc,订的豪华导航，打算回来自己改运动前保险杠。电动尾门和无钥匙进入。,配置,0,,"['订', '的', '豪', '华', '导', '航', '打', '算', '回', '来', '自', '己', '改', '运', '动', '前', '保', '险', '杠', '电', '动', '尾', '门', '和', '无', '钥', '匙', '进', '入']",4
973,iB1E6oYkHZvMfbqj,冬天0-20可以 夏天5-30 夏天自驾游长途高速时间长0-40也不为过！ 粘度大油耗就大！提速也受影响！,油耗,0,,"['冬', '天', '0', '-', '2', '0', '可', '以', '夏', '天', '5', '-', '3', '0', '夏', '天', '自', '驾', '游', '长', '途', '高', '速', '时', '间', '长', '0', '-', '4', '0', '也', '不', '为', '过', '粘', '度', '大', '油', '耗', '就', '大', '提', '速', '也', '受', '影', '响']",0
974,4VXwaiyv2gbEdFtq,四儿子应该用听诊器听出来，我的还没响，没到公里数应该    ,舒适性,0,,"['四', '儿', '子', '应', '该', '用', '听', '诊', '器', '听', '出', '来', '我', '的', '还', '没', '响', '没', '到', '公', '里', '数', '应', '该']",6
975,dmHIxfch6zyewoAC,楼主你好，一年三个月的库存车停放实在太久了不建议购买，如果楼主想提那就让他多优惠一点然后更换全车油。,价格,0,,"['楼', '主', '你', '好', '一', '年', '三', '个', '月', '的', '库', '存', '车', '停', '放', '实', '在', '太', '久', '了', '不', '建', '议', '购', '买', '如', '果', '楼', '主', '想', '提', '那', '就', '让', '他', '多', '优', '惠', '一', '点', '然', '后', '更', '换', '全', '车', '油']",5
976,4XOlikBTc6KnuPQI,现在没有车了，只有一台16款豪华版了，新车价格又没有优惠，这个车，质损车，车顶被刮了下，在板车上面，所以也想跟他们讨个好价钱！,价格,0,,"['现', '在', '没', '有', '车', '了', '只', '有', '一', '台', '1', '6', '款', '豪', '华', '版', '了', '新', '车', '价', '格', '又', '没', '有', '优', '惠', '这', '个', '车', '质', '损', '车', '车', '顶', '被', '刮', '了', '下', '在', '板', '车', '上', '面', '所', '以', '也', '想', '跟', '他', '们', '讨', '个', '好', '价', '钱']",5
977,aJBc4ShvAyLeg15V,楼主你好，请问你的是20T森林人吗，喜欢森林人每天论坛必看，本打算上2，5的，但怕烧机油，请教20T的怎样，谢谢！,动力,0,,"['楼', '主', '你', '好', '请', '问', '你', '的', '是', '2', '0', 'T', '森', '林', '人', '吗', '喜', '欢', '森', '林', '人', '每', '天', '论', '坛', '必', '看', '本', '打', '算', '上', '2', '5', '的', '但', '怕', '烧', '机', '油', '请', '教', '2', '0', 'T', '的', '怎', '样', '谢', '谢']",8
978,nGodFybQUCYH2hES,现在烧机油有点大了！五千公里得四五升机油！我的是2.0的车   ,动力,0,,"['现', '在', '烧', '机', '油', '有', '点', '大', '了', '五', '千', '公', '里', '得', '四', '五', '升', '机', '油', '我', '的', '是', '2', '0', '的', '车']",8
979,fMAdpOmVNFr6aKUH,差速器油  后差简单，两个螺丝一个放一个进。  前差麻烦点，螺丝有3个一个是加油口，加油口不好拆， 一个是油位溢出口。 一个放油的，有的大神换前差只拆油位溢出口跟放油口。  这样其实也许的，只要螺丝找对， 用软管弯进去溢出口，加到留出来就OK 了，。,动力,0,,"['差', '速', '器', '油', '后', '差', '简', '单', '两', '个', '螺', '丝', '一', '个', '放', '一', '个', '进', '前', '差', '麻', '烦', '点', '螺', '丝', '有', '3', '个', '一', '个', '是', '加', '油', '口', '加', '油', '口', '不', '好', '拆', '一', '个', '是', '油', '位', '溢', '出', '口', '一', '个', '放', '油', '的', '有', '的', '大', '神', '换', '前', '差', '只', '拆', '油', '位', '溢', '出', '口', '跟', '放', '油', '口', '这', '样', '其', '实', '也', '许', '的', '只', '要', '螺', '丝', '找', '对', '用', '软', '管', '弯', '进', '去', '溢', '出', '口', '加', '到', '留', '出', '来', '就', 'O', 'K', '了']",8
980,bki6AtLSWsYNrpTM,满洲里加油，跳枪，然后一路向北，走X904到黑山头口岸，室韦，临江屯，金河，满归，漠河到北极村中石油加满。基本到油箱底了。,油耗,0,,"['满', '洲', '里', '加', '油', '跳', '枪', '然', '后', '一', '路', '向', '北', '走', 'X', '9', '0', '4', '到', '黑', '山', '头', '口', '岸', '室', '韦', '临', '江', '屯', '金', '河', '满', '归', '漠', '河', '到', '北', '极', '村', '中', '石', '油', '加', '满', '基', '本', '到', '油', '箱', '底', '了']",0
981,TNwDef7mH086VIkA,你去日产4s换油 你自己不做功课啊？  前差3个螺丝。  后差2个。 但是前差跟变速箱是连着的。 变速箱上左右两边都有加油口， 靠近主驾驶室是变速箱的， 副驾驶室前差速器的。 前差是3个螺丝一个加油口  一个溢油出口  一个放油的。 你自己不盯着让日产来搞。 幸亏没事。,油耗,0,,"['你', '去', '日', '产', '4', 's', '换', '油', '你', '自', '己', '不', '做', '功', '课', '啊', '前', '差', '3', '个', '螺', '丝', '后', '差', '2', '个', '但', '是', '前', '差', '跟', '变', '速', '箱', '是', '连', '着', '的', '变', '速', '箱', '上', '左', '右', '两', '边', '都', '有', '加', '油', '口', '靠', '近', '主', '驾', '驶', '室', '是', '变', '速', '箱', '的', '副', '驾', '驶', '室', '前', '差', '速', '器', '的', '前', '差', '是', '3', '个', '螺', '丝', '一', '个', '加', '油', '口', '一', '个', '溢', '油', '出', '口', '一', '个', '放', '油', '的', '你', '自', '己', '不', '盯', '着', '让', '日', '产', '来', '搞', '幸', '亏', '没', '事']",0
982,zDlTvMRyYCwKa8xF,-5的2.5马力充沛变速箱响应迅速底盘也比较适合公路运动性价比也略高国产配件也好找修起来也方便。缺点就是有点街车了不特别，另外国产了以后不知道碰撞强度下降了多少。也不知道有没有偷工减料或者使用有污染的内饰配件。   ,动力,0,,"['-', '5', '的', '2', '5', '马', '力', '充', '沛', '变', '速', '箱', '响', '应', '迅', '速', '底', '盘', '也', '比', '较', '适', '合', '公', '路', '运', '动', '性', '价', '比', '也', '略', '高', '国', '产', '配', '件', '也', '好', '找', '修', '起', '来', '也', '方', '便', '缺', '点', '就', '是', '有', '点', '街', '车', '了', '不', '特', '别', '另', '外', '国', '产', '了', '以', '后', '不', '知', '道', '碰', '撞', '强', '度', '下', '降', '了', '多', '少', '也', '不', '知', '道', '有', '没', '有', '偷', '工', '减', '料', '或', '者', '使', '用', '有', '污', '染', '的', '内', '饰', '配', '件']",8
985,UogXeSFwEqkPtzfy,2014版2.5，4s的意思用5W30避免烧机油。成都港宏不是庞大系，所以机油比较自由。    ,动力,-1,烧机油,"['2', '0', '1', '4', '版', '2', '5', '4', 's', '的', '意', '思', '用', '5', 'W', '3', '0', '避', '免', '烧', '机', '油', '成', '都', '港', '宏', '不', '是', '庞', '大', '系', '所', '以', '机', '油', '比', '较', '自', '由']",8
986,3GTkHpz9c2hCUBf5,厦门，再谈谈应该还可以优惠更多    ,价格,0,,"['厦', '门', '再', '谈', '谈', '应', '该', '还', '可', '以', '优', '惠', '更', '多']",5
987,TeU5bRmrAu7nYH3w,我的2016森，2.0i，四S也给加的530油，不知道后期会有什么影响。质问为何不按说明书来，说进不到020的货，530也行，没任何问题，我该怎么办？    ,舒适性,0,,"['我', '的', '2', '0', '1', '6', '森', '2', '0', 'i', '四', 'S', '也', '给', '加', '的', '5', '3', '0', '油', '不', '知', '道', '后', '期', '会', '有', '什', '么', '影', '响', '质', '问', '为', '何', '不', '按', '说', '明', '书', '来', '说', '进', '不', '到', '0', '2', '0', '的', '货', '5', '3', '0', '也', '行', '没', '任', '何', '问', '题', '我', '该', '怎', '么', '办']",6
988,IczEUCF9OeqZkvoB,走淘宝包装车，保三个月到半年不等，一定不能线下交易，成色不好或装车后声音大烧机油立马让他给你换个。    ,动力,0,,"['走', '淘', '宝', '包', '装', '车', '保', '三', '个', '月', '到', '半', '年', '不', '等', '一', '定', '不', '能', '线', '下', '交', '易', '成', '色', '不', '好', '或', '装', '车', '后', '声', '音', '大', '烧', '机', '油', '立', '马', '让', '他', '给', '你', '换', '个']",8
989,nqt64k0PfKxEV8yw,排量是车的重要指标，是影响价格的主要因素，选车应当排量优先，其他花里胡哨的什么棒棒糖都不重要。,价格,0,,"['排', '量', '是', '车', '的', '重', '要', '指', '标', '是', '影', '响', '价', '格', '的', '主', '要', '因', '素', '选', '车', '应', '当', '排', '量', '优', '先', '其', '他', '花', '里', '胡', '哨', '的', '什', '么', '棒', '棒', '糖', '都', '不', '重', '要']",5
990,lubipH73MKQIS8sv,必须2.5油耗差不多的,油耗,0,,"['必', '须', '2', '5', '油', '耗', '差', '不', '多', '的']",0
991,X3sRh2LCIPyH98tN,朋友，这种机油是不是全合成，我们这边SSSS店也有，还有一种油是烯润石墨烯，我刚提的新车，想用您说的这种认证油，这种比石墨烯要好吗？    ,动力,0,,"['朋', '友', '这', '种', '机', '油', '是', '不', '是', '全', '合', '成', '我', '们', '这', '边', 'S', 'S', 'S', 'S', '店', '也', '有', '还', '有', '一', '种', '油', '是', '烯', '润', '石', '墨', '烯', '我', '刚', '提', '的', '新', '车', '想', '用', '您', '说', '的', '这', '种', '认', '证', '油', '这', '种', '比', '石', '墨', '烯', '要', '好', '吗']",8
992,XsMqHSkravjTRi9F,前差加油口，在副驾驶位置这边在排气管上面， 主驾驶那边是变速箱加油口， 这两个不要搞错就好了。    ,油耗,0,,"['前', '差', '加', '油', '口', '在', '副', '驾', '驶', '位', '置', '这', '边', '在', '排', '气', '管', '上', '面', '主', '驾', '驶', '那', '边', '是', '变', '速', '箱', '加', '油', '口', '这', '两', '个', '不', '要', '搞', '错', '就', '好', '了']",0
993,YvrzPsmik4ywqQKf,2w优惠真不大…去年这时候16款也1w5 果断提18款,价格,0,,"['2', 'w', '优', '惠', '真', '不', '大', '去', '年', '这', '时', '候', '1', '6', '款', '也', '1', 'w', '5', '果', '断', '提', '1', '8', '款']",5
994,2divbOPKVg9IoxFl,差速器要3升油  这个价格买   跟4S换差不多了,价格,0,,"['差', '速', '器', '要', '3', '升', '油', '这', '个', '价', '格', '买', '跟', '4', 'S', '换', '差', '不', '多', '了']",5
995,YWHs6hcMtD45eTPv,您哪年车款，排量多大，公里数多少了啊，不烧机油真好呢，5000公里一换吗   ,动力,0,,"['您', '哪', '年', '车', '款', '排', '量', '多', '大', '公', '里', '数', '多', '少', '了', '啊', '不', '烧', '机', '油', '真', '好', '呢', '5', '0', '0', '0', '公', '里', '一', '换', '吗']",8
996,3ANMDp74sqISGh6n,您好，TPN是什么啊？这个机油哪里有卖，具体品牌怎么搜索呀？   ,动力,0,,"['您', '好', 'T', 'P', 'N', '是', '什', '么', '啊', '这', '个', '机', '油', '哪', '里', '有', '卖', '具', '体', '品', '牌', '怎', '么', '搜', '索', '呀']",8
997,Y4LbASV13codN6EU,2.5尊贵导航版eyesight    ,配置,0,,"['2', '5', '尊', '贵', '导', '航', '版', 'e', 'y', 'e', 's', 'i', 'g', 'h', 't']",4
998,kyTm6Cv4QarHc1WD,我觉得森林人可以了，底盘算是兼顾了操控和舒适性！你去试试欧蓝德，操控不行，底盘还硬,操控,1,可以,"['我', '觉', '得', '森', '林', '人', '可', '以', '了', '底', '盘', '算', '是', '兼', '顾', '了', '操', '控', '和', '舒', '适', '性', '你', '去', '试', '试', '欧', '蓝', '德', '操', '控', '不', '行', '底', '盘', '还', '硬']",9
1000,VNl5Kp1n2OLvuyoF,我车市里不用！就是中途或长途！机油消耗大！   ,动力,0,,"['我', '车', '市', '里', '不', '用', '就', '是', '中', '途', '或', '长', '途', '机', '油', '消', '耗', '大']",8
1001,QTVvDoA0esLXabEH,这问题应该问下加油站阿姨,油耗,0,,"['这', '问', '题', '应', '该', '问', '下', '加', '油', '站', '阿', '姨']",0
1002,YKsMuWnhwGbyJrq0,我就想知道，新款还有异响么，有的话我就放心了??,舒适性,0,,"['我', '就', '想', '知', '道', '新', '款', '还', '有', '异', '响', '么', '有', '的', '话', '我', '就', '放', '心', '了', '?', '?']",6
1003,WPLv2wTS5mcbAyqC,起步有点顿 开起来动力可以 上八十没感觉,动力,1,可以,"['起', '步', '有', '点', '顿', '开', '起', '来', '动', '力', '可', '以', '上', '八', '十', '没', '感', '觉']",8
1004,X5GqPFwdu2h3tfMp,16款哥们优惠多少啊 可否私一下交流？,价格,0,,"['1', '6', '款', '哥', '们', '优', '惠', '多', '少', '啊', '可', '否', '私', '一', '下', '交', '流']",5
1005,vbOkxmaF1PAjc2Uo,豪华版外观看有没有后视镜转向灯，时尚和尊贵无法区分。,外观,0,,"['豪', '华', '版', '外', '观', '看', '有', '没', '有', '后', '视', '镜', '转', '向', '灯', '时', '尚', '和', '尊', '贵', '无', '法', '区', '分']",2
1006,9Go7LYni4RPyCtcz,后排是忽悠 容易晕车  靠背放倒一点  跑长途还行,舒适性,-1,忽悠 容易晕车,"['后', '排', '是', '忽', '悠', '容', '易', '晕', '车', '靠', '背', '放', '倒', '一', '点', '跑', '长', '途', '还', '行']",6
1007,iNG3rXC5FbM0K6qv,靠，北方的庞大一分钱优惠都不给，在此祝庞大生意蒸蒸日上。,价格,0,,"['靠', '北', '方', '的', '庞', '大', '一', '分', '钱', '优', '惠', '都', '不', '给', '在', '此', '祝', '庞', '大', '生', '意', '蒸', '蒸', '日', '上']",5
1008,pbsnoyW3Ok57DXHg,买2.5至少不会觉得动力太强应该买2.0吧，不过具体还是看实际用车情况,动力,0,,"['买', '2', '5', '至', '少', '不', '会', '觉', '得', '动', '力', '太', '强', '应', '该', '买', '2', '0', '吧', '不', '过', '具', '体', '还', '是', '看', '实', '际', '用', '车', '情', '况']",8
1009,rJNezDm0YASVn4kT,不错，谢谢分享。 盘边凸起是磨损所致，换两次刹车片盘就差不多下课了，好的刹车片不应当啃盘。,安全性,0,,"['不', '错', '谢', '谢', '分', '享', '盘', '边', '凸', '起', '是', '磨', '损', '所', '致', '换', '两', '次', '刹', '车', '片', '盘', '就', '差', '不', '多', '下', '课', '了', '好', '的', '刹', '车', '片', '不', '应', '当', '啃', '盘']",7
1010,WKnSNgZmtcPw4Iy8,应当正常磨损，都换了一次刹车片了，刹车盘也差不多磨成这样。我的车才3万多公里，刹车片还没换过，刹车盘也有凸起。   ,安全性,0,,"['应', '当', '正', '常', '磨', '损', '都', '换', '了', '一', '次', '刹', '车', '片', '了', '刹', '车', '盘', '也', '差', '不', '多', '磨', '成', '这', '样', '我', '的', '车', '才', '3', '万', '多', '公', '里', '刹', '车', '片', '还', '没', '换', '过', '刹', '车', '盘', '也', '有', '凸', '起']",7
1011,PsG1IAJTWYUgVpH6,优惠四万，换全车油液，达不到要求果断放弃！,价格,0,,"['优', '惠', '四', '万', '换', '全', '车', '油', '液', '达', '不', '到', '要', '求', '果', '断', '放', '弃']",5
1012,njSEIcYRLT0wm4Hf,几十公里的盘山也没啥反应，就是机油温度高点，海拔4000左右没啥事再高我没去过,动力,0,,"['几', '十', '公', '里', '的', '盘', '山', '也', '没', '啥', '反', '应', '就', '是', '机', '油', '温', '度', '高', '点', '海', '拔', '4', '0', '0', '0', '左', '右', '没', '啥', '事', '再', '高', '我', '没', '去', '过']",8
1013,V7IbnJ2Wzds6fGZo,优惠4-5W然后加上免费更换全车油水可以考虑购买。否则建议还是不要贪这个便宜了。,价格,0,,"['优', '惠', '4', '-', '5', 'W', '然', '后', '加', '上', '免', '费', '更', '换', '全', '车', '油', '水', '可', '以', '考', '虑', '购', '买', '否', '则', '建', '议', '还', '是', '不', '要', '贪', '这', '个', '便', '宜', '了']",5
1014,nMNxwfR97CiZykA5,海拔三千五百米以上有影响，发动机转数上升尤其是山路上坡时加速影响较明显,动力,0,,"['海', '拔', '三', '千', '五', '百', '米', '以', '上', '有', '影', '响', '发', '动', '机', '转', '数', '上', '升', '尤', '其', '是', '山', '路', '上', '坡', '时', '加', '速', '影', '响', '较', '明', '显']",8
1015,1qEinYIhcDlepTR4,1，改氙气透镜大灯2，全包围脚垫3，胎压计（大众那种）4，记录仪5进口雨挡6自动折叠升窗器7后备箱橡胶护条8后视镜小圆镜9龙膜10后备箱挂网 我装了这些,配置,0,,"['1', '改', '氙', '气', '透', '镜', '大', '灯', '2', '全', '包', '围', '脚', '垫', '3', '胎', '压', '计', '大', '众', '那', '种', '4', '记', '录', '仪', '5', '进', '口', '雨', '挡', '6', '自', '动', '折', '叠', '升', '窗', '器', '7', '后', '备', '箱', '橡', '胶', '护', '条', '8', '后', '视', '镜', '小', '圆', '镜', '9', '龙', '膜', '1', '0', '后', '备', '箱', '挂', '网', '我', '装', '了', '这', '些']",4
1016,4IgJrP1kyRj7fmao,座椅中不溜吧，不好也不坏,内饰,0,,"['座', '椅', '中', '不', '溜', '吧', '不', '好', '也', '不', '坏']",1
1017,IlutGLQ9TeNXsRrm,嗯??，我开的比你少，市区开开还是不错的，操控不错    ,操控,1,不错,"['嗯', '?', '?', '我', '开', '的', '比', '你', '少', '市', '区', '开', '开', '还', '是', '不', '错', '的', '操', '控', '不', '错']",9
1018,myQPtC7zA9Megpwb,如果按照国内的出厂质检推断，只检查外观和基本性能而已不可能检查到烧机油的。第一点倒是有可能，但是活塞环质量和神钢又没关系了……我觉得就是采购批次问题，或者设计失误。    ,动力,0,,"['如', '果', '按', '照', '国', '内', '的', '出', '厂', '质', '检', '推', '断', '只', '检', '查', '外', '观', '和', '基', '本', '性', '能', '而', '已', '不', '可', '能', '检', '查', '到', '烧', '机', '油', '的', '第', '一', '点', '倒', '是', '有', '可', '能', '但', '是', '活', '塞', '环', '质', '量', '和', '神', '钢', '又', '没', '关', '系', '了', '我', '觉', '得', '就', '是', '采', '购', '批', '次', '问', '题', '或', '者', '设', '计', '失', '误']",8
1019,s87wpxoCDcLXkET0,我做完免费的首保就不去了！4S用的机油差又贵的…；后来后减震漏油他们照样也给索赔了，当然你要能镇的信他们才行，要抓住他们的心态：索赔时4S从厂家那里赚的更多！,动力,0,,"['我', '做', '完', '免', '费', '的', '首', '保', '就', '不', '去', '了', '4', 'S', '用', '的', '机', '油', '差', '又', '贵', '的', '；', '后', '来', '后', '减', '震', '漏', '油', '他', '们', '照', '样', '也', '给', '索', '赔', '了', '当', '然', '你', '要', '能', '镇', '的', '信', '他', '们', '才', '行', '要', '抓', '住', '他', '们', '的', '心', '态', '索', '赔', '时', '4', 'S', '从', '厂', '家', '那', '里', '赚', '的', '更', '多']",8
1020,jkQIgUbeCTZxuESw,你的行李架掰着会“咂咂咂”直响不？    ,舒适性,0,,"['你', '的', '行', '李', '架', '掰', '着', '会', '“', '咂', '咂', '咂', '”', '直', '响', '不']",6
1021,r7s3BRUX6O9FdhbS,建议查询下 11款2.5维修手册里的机油泵压力和13款是否相同 如果机油压力一致 就可以通用（前提螺纹也一致）,动力,0,,"['建', '议', '查', '询', '下', '1', '1', '款', '2', '5', '维', '修', '手', '册', '里', '的', '机', '油', '泵', '压', '力', '和', '1', '3', '款', '是', '否', '相', '同', '如', '果', '机', '油', '压', '力', '一', '致', '就', '可', '以', '通', '用', '前', '提', '螺', '纹', '也', '一', '致']",8
1022,HoJdkSfqRFnUQixP,改成力狮GT的刹车比你这还要好，   ,安全性,0,,"['改', '成', '力', '狮', 'G', 'T', '的', '刹', '车', '比', '你', '这', '还', '要', '好']",7
1023,yvmKlapLNGCrTeUA,我都是晚上环线上直接地板油加速。    ,动力,0,,"['我', '都', '是', '晚', '上', '环', '线', '上', '直', '接', '地', '板', '油', '加', '速']",8
1024,LHODTqCcplJzF4Qi,油耗升高很可能和最近天气降温有关，气温低时发动机转速升高，油耗也升上去，这是正常的，不用担心。,油耗,0,,"['油', '耗', '升', '高', '很', '可', '能', '和', '最', '近', '天', '气', '降', '温', '有', '关', '气', '温', '低', '时', '发', '动', '机', '转', '速', '升', '高', '油', '耗', '也', '升', '上', '去', '这', '是', '正', '常', '的', '不', '用', '担', '心']",0
1025,0exoKzRrhDawsXOU,我换了前盘和皮 感觉性能提升了点但异响减少了    ,舒适性,0,,"['我', '换', '了', '前', '盘', '和', '皮', '感', '觉', '性', '能', '提', '升', '了', '点', '但', '异', '响', '减', '少', '了']",6
1026,4e6n72j9SCTHKNBo,我美孚30换成道达尔20油耗也升高了。也是清洗了油路。没换之前，油耗10左右，最高11.4，最低7.8。20机油换过后，最高15个多，最低12.2。整的我现在95#换成92#的。200块钱也就跑230公里左右。我也不知道为何？,油耗,0,,"['我', '美', '孚', '3', '0', '换', '成', '道', '达', '尔', '2', '0', '油', '耗', '也', '升', '高', '了', '也', '是', '清', '洗', '了', '油', '路', '没', '换', '之', '前', '油', '耗', '1', '0', '左', '右', '最', '高', '1', '1', '4', '最', '低', '7', '8', '2', '0', '机', '油', '换', '过', '后', '最', '高', '1', '5', '个', '多', '最', '低', '1', '2', '2', '整', '的', '我', '现', '在', '9', '5', '换', '成', '9', '2', '的', '2', '0', '0', '块', '钱', '也', '就', '跑', '2', '3', '0', '公', '里', '左', '右', '我', '也', '不', '知', '道', '为', '何']",0
1027,MhUCeXW4IJLuFE3o,好好看看说明书，小森的冷却液何时换，你就知道需不需要了，当然少了需要添加,外观,0,,"['好', '好', '看', '看', '说', '明', '书', '小', '森', '的', '冷', '却', '液', '何', '时', '换', '你', '就', '知', '道', '需', '不', '需', '要', '了', '当', '然', '少', '了', '需', '要', '添', '加']",2
1028,BqP4t6udr9o0UWJC,习惯就好了，行驶超过2个小时也有提示，钥匙在车里用无钥匙锁车里有提示，行驶中稍微有点抬一点手刹车有提示......很多,操控,0,,"['习', '惯', '就', '好', '了', '行', '驶', '超', '过', '2', '个', '小', '时', '也', '有', '提', '示', '钥', '匙', '在', '车', '里', '用', '无', '钥', '匙', '锁', '车', '里', '有', '提', '示', '行', '驶', '中', '稍', '微', '有', '点', '抬', '一', '点', '手', '刹', '车', '有', '提', '示', '很', '多']",9
1029,b8okcQaO3x7YN6Xq,夜里玻璃反射到左后视镜上，影响视线。我在4s状的。东西是原装进口的。,舒适性,0,,"['夜', '里', '玻', '璃', '反', '射', '到', '左', '后', '视', '镜', '上', '影', '响', '视', '线', '我', '在', '4', 's', '状', '的', '东', '西', '是', '原', '装', '进', '口', '的']",6
1030,Alu67MWKgjdoL8IQ,蓝色的烟有可能是“烧机油”了，白色的汽是水蒸汽。你再试试，停车时猛加两脚油看看，如果蓝烟变浓了，那就是烧机油了。,动力,0,,"['蓝', '色', '的', '烟', '有', '可', '能', '是', '“', '烧', '机', '油', '”', '了', '白', '色', '的', '汽', '是', '水', '蒸', '汽', '你', '再', '试', '试', '停', '车', '时', '猛', '加', '两', '脚', '油', '看', '看', '如', '果', '蓝', '烟', '变', '浓', '了', '那', '就', '是', '烧', '机', '油', '了']",8
1031,PgF5pEMmoj7ILR30,说不后悔也是假的，毕竟价格一样配置升级l ，同为16款 还自己花钱改了原厂led大灯 新款价格一样直接有了 想要的那些都有了 ...,价格,0,,"['说', '不', '后', '悔', '也', '是', '假', '的', '毕', '竟', '价', '格', '一', '样', '配', '置', '升', '级', 'l', '同', '为', '1', '6', '款', '还', '自', '己', '花', '钱', '改', '了', '原', '厂', 'l', 'e', 'd', '大', '灯', '新', '款', '价', '格', '一', '样', '直', '接', '有', '了', '想', '要', '的', '那', '些', '都', '有', '了']",5
1032,pLtlnChgyHkGYOZ4,你在搞笑吧？四驱不如欧蓝德？加速不如五菱宏光？    ,操控,0,,"['你', '在', '搞', '笑', '吧', '四', '驱', '不', '如', '欧', '蓝', '德', '加', '速', '不', '如', '五', '菱', '宏', '光']",9
1033,1bvzrL3CJ5IfAyGq,维修小贵，保养一般得看你舍得用啥油，油耗长途7、8个，纯市区看你激情不，一般12左右,油耗,0,,"['维', '修', '小', '贵', '保', '养', '一', '般', '得', '看', '你', '舍', '得', '用', '啥', '油', '油', '耗', '长', '途', '7', '8', '个', '纯', '市', '区', '看', '你', '激', '情', '不', '一', '般', '1', '2', '左', '右']",0
1034,PmqWND3Rt1g9wGYJ,空调最右边的圆形上半部分的按键就是前挡风玻璃加热。其实只是加热了最下端，防止雨刷和玻璃结冰冻在一起了。,舒适性,0,,"['空', '调', '最', '右', '边', '的', '圆', '形', '上', '半', '部', '分', '的', '按', '键', '就', '是', '前', '挡', '风', '玻', '璃', '加', '热', '其', '实', '只', '是', '加', '热', '了', '最', '下', '端', '防', '止', '雨', '刷', '和', '玻', '璃', '结', '冰', '冻', '在', '一', '起', '了']",6
1035,EtRFJbuAeMHwiapr,上海4s强制上牌，价格2000元。没的商量。,价格,0,,"['上', '海', '4', 's', '强', '制', '上', '牌', '价', '格', '2', '0', '0', '0', '元', '没', '的', '商', '量']",5
1036,Vbjh0M6rO4dTKJWm,森林人，听这名字都不像让你舒坦的车，说实话，这车只适合喜欢操控的驾驶者，舒适性那就别想了,操控,1,喜欢,"['森', '林', '人', '听', '这', '名', '字', '都', '不', '像', '让', '你', '舒', '坦', '的', '车', '说', '实', '话', '这', '车', '只', '适', '合', '喜', '欢', '操', '控', '的', '驾', '驶', '者', '舒', '适', '性', '那', '就', '别', '想', '了']",9
1038,K03GVWzeNIkAc6n4,根据乘员的乘坐感受来说CRV的舒适性要好一些，如果是驾驶感受当然还是森林人,舒适性,0,,"['根', '据', '乘', '员', '的', '乘', '坐', '感', '受', '来', '说', 'C', 'R', 'V', '的', '舒', '适', '性', '要', '好', '一', '些', '如', '果', '是', '驾', '驶', '感', '受', '当', '然', '还', '是', '森', '林', '人']",6
1039,CUEuft4DkZrSWQA1,主要是现在加油站的油品质量大多不好，标号都略有下降。尤其在高速上，建议加95#！,油耗,0,,"['主', '要', '是', '现', '在', '加', '油', '站', '的', '油', '品', '质', '量', '大', '多', '不', '好', '标', '号', '都', '略', '有', '下', '降', '尤', '其', '在', '高', '速', '上', '建', '议', '加', '9', '5']",0
1040,WOpI2HqsiBZ4z9M3,反过来说 油性的在低温时 水温是不是上升的快一点我不质疑这东西的性能 只是价格有点贵   ,价格,0,,"['反', '过', '来', '说', '油', '性', '的', '在', '低', '温', '时', '水', '温', '是', '不', '是', '上', '升', '的', '快', '一', '点', '我', '不', '质', '疑', '这', '东', '西', '的', '性', '能', '只', '是', '价', '格', '有', '点', '贵']",5
